,age,body_type,drinks,drugs,height,sex,smokes,diet_anything,diet_halal,diet_kosher,diet_other,diet_vegan,diet_vegetarian
19186,23,2,1,0,74.0,1,0,True,False,False,False,False,False
19187,29,1,1,0,68.0,1,0,True,False,False,False,False,False
19188,39,1,1,0,72.0,1,0,True,False,False,False,False,False
19189,35,0,1,0,69.0,1,0,True,False,False,False,False,False
19190,36,1,2,0,69.0,1,1,True,False,False,False,False,False
19191,30,0,1,0,62.0,0,0,True,False,False,False,False,False
19192,32,2,0,0,67.0,0,0,True,False,False,False,False,False
19193,32,0,1,0,62.0,0,0,True,False,False,False,False,False
19194,37,1,1,1,66.0,0,1,True,False,False,False,False,False
19195,48,0,1,0,69.0,0,0,True,False,False,False,False,False
19196,27,1,1,0,70.0,1,0,True,False,False,False,False,False
19197,50,1,1,0,70.0,1,0,True,False,False,False,False,False
19198,52,0,1,0,74.0,1,0,True,False,False,False,False,False
19199,33,1,1,0,66.0,0,0,True,False,False,False,False,False
19200,41,1,1,1,64.0,0,0,True,False,False,False,False,False
19201,30,0,1,0,71.0,1,0,True,False,False,False,False,False
19202,29,2,1,0,72.0,1,0,True,False,False,False,False,False
19203,24,1,1,0,72.0,1,0,True,False,False,False,False,False
19204,40,1,1,1,74.0,1,1,False,False,False,False,False,True
19205,27,0,1,0,76.0,1,0,True,False,False,False,False,False
19206,42,0,1,0,68.0,1,0,False,False,False,True,False,False
19207,39,0,1,0,70.0,1,0,True,False,False,False,False,False
19208,22,0,1,1,66.0,0,0,False,False,False,False,True,False
19209,41,1,1,0,72.0,1,1,True,False,False,False,False,False
19210,30,1,1,0,76.0,1,0,True,False,False,False,False,False
19211,29,1,1,1,73.0,1,1,True,False,False,False,False,False
19212,48,0,1,0,75.0,1,0,True,False,False,False,False,False
19213,50,1,1,0,72.0,1,0,True,False,False,False,False,False
19214,33,0,1,0,70.0,1,0,True,False,False,False,False,False
19215,29,0,1,0,69.0,1,0,True,False,False,False,False,False
19216,31,2,1,0,76.0,1,0,True,False,False,False,False,False
19217,27,1,1,0,65.0,0,0,True,False,False,False,False,False
19218,31,0,1,0,63.0,0,0,True,False,False,False,False,False
19219,19,1,1,0,66.0,0,0,False,False,False,False,False,True
19220,27,0,1,0,70.0,1,0,True,False,False,False,False,False
19221,32,1,1,2,66.0,1,0,True,False,False,False,False,False
19222,28,1,2,1,68.0,1,1,True,False,False,False,False,False
19223,21,0,1,1,67.0,1,0,True,False,False,False,False,False
19224,25,1,1,0,67.0,1,1,True,False,False,False,False,False
19225,29,0,1,0,74.0,1,0,True,False,False,False,False,False
19226,38,1,1,0,76.0,1,0,True,False,False,False,False,False
19227,44,0,1,0,70.0,1,0,True,False,False,False,False,False
19228,47,0,1,0,71.0,1,1,True,False,False,False,False,False
19229,38,0,1,0,72.0,1,0,True,False,False,False,False,False
19230,34,0,0,0,67.0,0,0,True,False,False,False,False,False
19231,35,0,1,0,74.0,1,0,True,False,False,False,False,False
19232,31,1,1,0,68.0,1,0,False,False,False,False,False,True
19233,43,0,0,0,67.0,0,0,True,False,False,False,False,False
19234,23,1,1,0,61.0,0,0,False,False,False,False,False,True
19235,22,1,1,1,66.0,0,0,True,False,False,False,False,False
19236,30,1,2,0,68.0,1,1,True,False,False,False,False,False
19237,31,2,1,0,65.0,0,0,True,False,False,False,False,False
19238,39,0,1,1,72.0,1,1,True,False,False,False,False,False
19239,22,1,1,0,63.0,0,0,True,False,False,False,False,False
19240,22,2,1,0,64.0,0,1,True,False,False,False,False,False
19241,28,1,1,0,72.0,1,0,True,False,False,False,False,False
19242,34,1,1,0,66.0,0,0,True,False,False,False,False,False
19243,30,2,2,1,67.0,0,0,True,False,False,False,False,False
19244,30,1,1,0,71.0,1,1,True,False,False,False,False,False
19245,29,0,1,0,69.0,1,0,True,False,False,False,False,False
19246,22,1,1,1,71.0,1,1,True,False,False,False,False,False
19247,26,1,1,0,68.0,1,0,True,False,False,False,False,False
19248,33,1,1,0,66.0,1,1,True,False,False,False,False,False
19249,25,0,1,0,70.0,1,0,True,False,False,False,False,False
19250,25,1,1,0,61.0,0,0,True,False,False,False,False,False
19251,26,1,1,0,71.0,1,0,True,False,False,False,False,False
19252,37,0,1,0,69.0,1,0,True,False,False,False,False,False
19253,32,0,2,0,68.0,1,0,True,False,False,False,False,False
19254,23,2,1,0,71.0,1,0,True,False,False,False,False,False
19255,37,2,1,1,68.0,0,1,True,False,False,False,False,False
19256,39,1,1,0,74.0,1,0,True,False,False,False,False,False
19257,43,1,1,0,64.0,0,1,False,False,False,False,False,True
19258,36,0,1,0,61.0,0,0,True,False,False,False,False,False
19259,29,0,1,0,70.0,1,0,True,False,False,False,False,False
19260,26,0,1,0,63.0,0,0,True,False,False,False,False,False
19261,20,1,1,0,68.0,1,0,True,False,False,False,False,False
19262,50,2,1,0,69.0,0,0,True,False,False,False,False,False
19263,26,0,1,0,66.0,1,0,True,False,False,False,False,False
19264,23,1,1,0,65.0,1,1,True,False,False,False,False,False
19265,27,1,1,0,71.0,1,0,True,False,False,False,False,False
19266,28,2,1,0,63.0,0,0,True,False,False,False,False,False
19267,29,0,1,0,65.0,0,0,False,False,False,False,False,True
19268,28,1,0,0,68.0,1,0,False,False,False,False,False,True
19269,36,0,1,1,70.0,1,0,True,False,False,False,False,False
19270,24,1,0,0,68.0,1,1,True,False,False,False,False,False
19271,42,1,1,0,72.0,1,0,True,False,False,False,False,False
19272,27,1,1,0,77.0,1,1,True,False,False,False,False,False
19273,27,0,0,0,75.0,1,1,True,False,False,False,False,False
19274,35,1,1,0,65.0,1,0,True,False,False,False,False,False
19275,40,2,0,0,63.0,0,0,True,False,False,False,False,False
19276,42,0,1,0,67.0,1,0,True,False,False,False,False,False
19277,41,1,0,0,72.0,1,0,False,False,False,True,False,False
19278,24,1,1,0,62.0,0,0,True,False,False,False,False,False
19279,43,1,2,0,70.0,1,0,True,False,False,False,False,False
19280,23,2,1,1,67.0,1,0,False,False,False,False,True,False
19281,25,0,1,0,86.0,1,0,True,False,False,False,False,False
19282,23,2,1,0,62.0,0,0,True,False,False,False,False,False
19283,20,1,1,0,68.0,1,0,True,False,False,False,False,False
19284,46,2,0,0,74.0,1,0,True,False,False,False,False,False
19285,25,0,1,0,67.0,1,0,True,False,False,False,False,False
19286,30,0,1,1,70.0,1,0,True,False,False,False,False,False
19287,25,0,1,0,70.0,1,0,True,False,False,False,False,False
19288,45,0,1,1,73.0,1,0,False,False,False,True,False,False
19289,25,0,1,0,68.0,1,0,True,False,False,False,False,False
19290,25,0,2,0,66.0,1,1,True,False,False,False,False,False
19291,26,0,1,0,72.0,1,0,True,False,False,False,False,False
19292,36,0,1,0,73.0,1,0,True,False,False,False,False,False
19293,20,2,1,0,71.0,0,1,False,False,False,False,False,True
19294,67,1,1,0,66.0,0,0,True,False,False,False,False,False
19295,28,0,1,0,67.0,1,0,True,False,False,False,False,False
19296,25,2,2,0,69.0,1,0,True,False,False,False,False,False
19297,44,1,1,0,72.0,1,0,True,False,False,False,False,False
19298,55,0,1,0,63.0,0,0,True,False,False,False,False,False
19299,39,0,1,0,72.0,1,0,True,False,False,False,False,False
19300,56,2,1,0,66.0,1,0,True,False,False,False,False,False
19301,25,1,1,0,64.0,0,0,True,False,False,False,False,False
19302,23,1,1,1,72.0,1,1,True,False,False,False,False,False
19303,24,0,1,0,69.0,1,0,True,False,False,False,False,False
19304,25,1,1,0,67.0,1,0,True,False,False,False,False,False
19305,18,0,0,0,65.0,1,0,True,False,False,False,False,False
19306,32,1,1,0,73.0,1,0,False,False,False,False,False,True
19307,26,0,1,0,70.0,1,0,True,False,False,False,False,False
19308,22,1,1,0,73.0,1,1,True,False,False,False,False,False
19309,44,0,1,0,72.0,1,0,True,False,False,False,False,False
19310,26,1,1,1,62.0,0,0,True,False,False,False,False,False
19311,20,1,1,0,73.0,1,1,True,False,False,False,False,False
19312,33,0,1,1,70.0,1,0,True,False,False,False,False,False
19313,38,1,1,0,68.0,1,0,True,False,False,False,False,False
19314,23,0,1,1,73.0,1,1,True,False,False,False,False,False
19315,43,1,1,1,67.0,0,1,True,False,False,False,False,False
19316,32,1,1,0,67.0,1,0,False,False,False,False,False,True
19317,25,2,1,1,71.0,0,0,False,False,False,False,False,True
19318,24,0,1,0,74.0,1,0,True,False,False,False,False,False
19319,33,2,1,0,68.0,1,0,True,False,False,False,False,False
19320,33,1,1,0,72.0,1,1,True,False,False,False,False,False
19321,34,0,1,0,67.0,1,0,True,False,False,False,False,False
19322,33,2,2,0,72.0,1,0,True,False,False,False,False,False
19323,38,1,1,0,63.0,0,0,True,False,False,False,False,False
19324,22,0,1,0,65.0,1,1,True,False,False,False,False,False
19325,32,0,1,0,71.0,1,0,True,False,False,False,False,False
19326,26,0,1,0,72.0,1,0,True,False,False,False,False,False
19327,32,0,1,0,67.0,1,0,True,False,False,False,False,False
19328,29,2,1,0,64.0,0,0,True,False,False,False,False,False
19329,25,0,1,0,71.0,1,0,True,False,False,False,False,False
19330,38,2,1,0,74.0,1,0,True,False,False,False,False,False
19331,29,0,0,0,66.0,1,0,True,False,False,False,False,False
19332,55,1,1,0,64.0,0,0,True,False,False,False,False,False
19333,43,1,1,1,71.0,1,0,True,False,False,False,False,False
19334,39,1,1,0,62.0,0,0,True,False,False,False,False,False
19335,40,1,1,0,62.0,0,0,True,False,False,False,False,False
19336,38,0,1,0,70.0,0,0,True,False,False,False,False,False
19337,29,0,1,0,65.0,0,0,True,False,False,False,False,False
19338,26,1,1,0,70.0,1,0,True,False,False,False,False,False
19339,31,0,1,0,71.0,1,0,True,False,False,False,False,False
19340,21,1,1,0,66.0,1,0,False,False,False,False,False,True
19341,31,1,1,0,63.0,0,0,True,False,False,False,False,False
19342,33,2,2,0,71.0,1,0,False,False,False,True,False,False
19343,58,1,1,0,64.0,0,0,True,False,False,False,False,False
19344,27,0,1,0,69.0,1,0,True,False,False,False,False,False
19345,36,1,1,0,65.0,1,0,True,False,False,False,False,False
19346,24,1,0,0,66.0,0,0,True,False,False,False,False,False
19347,26,0,1,0,64.0,1,0,True,False,False,False,False,False
19348,37,0,1,0,67.0,1,0,True,False,False,False,False,False
19349,35,1,1,0,68.0,1,0,False,False,False,False,False,True
19350,33,1,1,0,65.0,0,0,True,False,False,False,False,False
19351,26,0,1,0,70.0,1,0,True,False,False,False,False,False
19352,61,1,1,0,73.0,1,0,True,False,False,False,False,False
19353,27,1,1,1,67.0,0,0,False,False,False,False,False,True
19354,28,0,1,0,72.0,1,1,True,False,False,False,False,False
19355,31,0,1,0,70.0,1,0,False,False,False,False,False,True
19356,24,1,1,1,70.0,1,0,False,False,False,True,False,False
19357,28,0,1,0,72.0,1,0,True,False,False,False,False,False
19358,33,1,1,0,68.0,1,1,True,False,False,False,False,False
19359,27,1,0,0,71.0,1,0,True,False,False,False,False,False
19360,40,0,1,0,64.0,0,0,False,False,False,True,False,False
19361,33,1,1,0,65.0,0,0,True,False,False,False,False,False
19362,30,0,2,0,72.0,1,0,True,False,False,False,False,False
19363,64,1,1,0,70.0,1,0,True,False,False,False,False,False
19364,28,2,1,0,71.0,1,0,True,False,False,False,False,False
19365,27,1,1,1,68.0,1,1,True,False,False,False,False,False
19366,38,0,1,0,65.0,0,0,True,False,False,False,False,False
19367,29,1,1,0,70.0,1,0,True,False,False,False,False,False
19368,31,1,0,0,68.0,1,0,True,False,False,False,False,False
19369,50,1,1,0,73.0,1,0,True,False,False,False,False,False
19370,24,0,1,1,73.0,1,0,True,False,False,False,False,False
19371,23,0,1,0,66.0,1,0,True,False,False,False,False,False
19372,27,0,1,0,69.0,1,0,True,False,False,False,False,False
19373,42,0,1,1,72.0,1,0,False,False,False,False,False,True
19374,42,1,1,1,62.0,0,0,True,False,False,False,False,False
19375,55,1,1,0,67.0,0,0,True,False,False,False,False,False
19376,23,1,1,0,73.0,1,0,True,False,False,False,False,False
19377,33,1,1,0,73.0,1,0,True,False,False,False,False,False
19378,28,1,1,0,68.0,0,0,True,False,False,False,False,False
19379,33,0,1,1,67.0,1,0,True,False,False,False,False,False
19380,24,1,1,0,70.0,1,0,False,False,False,True,False,False
19381,23,0,2,1,67.0,1,0,True,False,False,False,False,False
19382,56,1,0,0,73.0,1,0,True,False,False,False,False,False
19383,19,1,1,0,62.0,0,0,False,False,False,False,False,True
19384,26,0,1,1,67.0,1,0,True,False,False,False,False,False
19385,56,0,1,0,62.0,0,0,True,False,False,False,False,False
19386,34,0,1,0,60.0,0,0,True,False,False,False,False,False
19387,22,1,1,0,60.0,0,0,True,False,False,False,False,False
19388,20,2,0,0,71.0,1,0,True,False,False,False,False,False
19389,28,0,1,0,72.0,1,0,True,False,False,False,False,False
19390,26,1,1,0,68.0,1,0,True,False,False,False,False,False
19391,46,0,1,0,71.0,1,0,True,False,False,False,False,False
19392,25,1,1,1,74.0,1,0,True,False,False,False,False,False
19393,35,0,1,0,64.0,0,0,True,False,False,False,False,False
19394,25,2,0,0,63.0,0,0,True,False,False,False,False,False
19395,58,1,1,0,72.0,1,0,True,False,False,False,False,False
19396,58,0,2,0,73.0,1,0,True,False,False,False,False,False
19397,27,1,2,0,72.0,1,0,True,False,False,False,False,False
19398,25,0,1,0,67.0,0,0,True,False,False,False,False,False
19399,62,0,1,0,64.0,0,0,True,False,False,False,False,False
19400,23,1,2,0,65.0,0,1,True,False,False,False,False,False
19401,29,2,1,1,67.0,0,0,True,False,False,False,False,False
19402,31,1,1,1,72.0,1,0,True,False,False,False,False,False
19403,37,1,1,0,67.0,1,0,False,False,False,False,False,True
19404,30,0,1,0,69.0,1,0,True,False,False,False,False,False
19405,33,1,1,0,76.0,1,0,True,False,False,False,False,False
19406,56,2,1,0,65.0,0,0,False,False,False,True,False,False
19407,28,0,1,0,70.0,1,0,True,False,False,False,False,False
19408,29,1,1,0,74.0,1,1,True,False,False,False,False,False
19409,24,0,0,0,69.0,1,0,True,False,False,False,False,False
19410,33,0,0,0,72.0,1,0,True,False,False,False,False,False
19411,23,0,1,0,61.0,0,0,False,False,False,True,False,False
19412,28,1,1,0,65.0,0,0,True,False,False,False,False,False
19413,31,2,1,0,66.0,0,1,True,False,False,False,False,False
19414,30,1,1,1,64.0,0,0,True,False,False,False,False,False
19415,45,1,1,0,60.0,0,0,True,False,False,False,False,False
19416,32,0,0,0,70.0,1,0,True,False,False,False,False,False
19417,37,1,1,0,67.0,0,0,True,False,False,False,False,False
19418,41,2,1,0,68.0,0,1,True,False,False,False,False,False
19419,30,0,2,0,69.0,1,0,True,False,False,False,False,False
19420,25,1,1,0,66.0,1,0,True,False,False,False,False,False
19421,30,0,1,1,71.0,1,0,True,False,False,False,False,False
19422,25,1,1,0,73.0,1,0,True,False,False,False,False,False
19423,30,0,2,0,60.0,0,0,True,False,False,False,False,False
19424,29,0,0,0,69.0,1,0,True,False,False,False,False,False
19425,33,0,1,0,71.0,1,0,True,False,False,False,False,False
19426,27,0,2,1,70.0,1,0,True,False,False,False,False,False
19427,29,2,1,1,66.0,0,0,True,False,False,False,False,False
19428,38,1,1,0,68.0,1,0,True,False,False,False,False,False
19429,28,1,1,0,63.0,0,0,True,False,False,False,False,False
19430,26,0,1,1,74.0,1,0,False,False,False,False,False,True
19431,39,1,1,0,68.0,1,0,True,False,False,False,False,False
19432,33,1,1,0,65.0,0,0,True,False,False,False,False,False
19433,38,0,1,0,70.0,0,0,True,False,False,False,False,False
19434,62,2,2,0,63.0,0,0,True,False,False,False,False,False
19435,42,0,1,0,67.0,0,0,True,False,False,False,False,False
19436,44,0,1,0,71.0,1,0,True,False,False,False,False,False
19437,46,1,1,0,69.0,1,0,True,False,False,False,False,False
19438,36,0,1,0,67.0,0,0,True,False,False,False,False,False
19439,28,1,2,0,72.0,1,0,True,False,False,False,False,False
19440,35,1,1,1,69.0,1,0,True,False,False,False,False,False
19441,33,1,1,0,70.0,1,0,True,False,False,False,False,False
19442,33,0,2,1,70.0,1,0,True,False,False,False,False,False
19443,26,2,2,1,68.0,0,0,True,False,False,False,False,False
19444,59,1,1,0,72.0,1,0,True,False,False,False,False,False
19445,26,0,1,1,67.0,1,0,True,False,False,False,False,False
19446,32,0,1,0,67.0,0,0,True,False,False,False,False,False
19447,55,0,1,0,72.0,1,0,True,False,False,False,False,False
19448,53,1,0,0,61.0,0,0,True,False,False,False,False,False
19449,36,0,1,0,70.0,1,0,True,False,False,False,False,False
19450,26,1,1,1,65.0,1,0,True,False,False,False,False,False
19451,22,0,2,1,71.0,1,0,True,False,False,False,False,False
19452,28,1,1,0,75.0,1,0,True,False,False,False,False,False
19453,28,1,1,0,70.0,1,0,True,False,False,False,False,False
19454,22,0,1,0,64.0,0,0,True,False,False,False,False,False
19455,39,2,1,0,69.0,0,0,True,False,False,False,False,False
19456,45,1,1,0,61.0,0,0,False,False,False,False,False,True
19457,36,0,1,0,77.0,1,0,True,False,False,False,False,False
19458,27,1,1,1,70.0,1,1,True,False,False,False,False,False
19459,23,0,2,1,72.0,1,0,True,False,False,False,False,False
19460,22,0,1,0,74.0,1,0,True,False,False,False,False,False
19461,25,2,1,0,71.0,1,0,True,False,False,False,False,False
19462,26,2,2,0,60.0,0,1,True,False,False,False,False,False
19463,36,1,1,0,75.0,1,0,True,False,False,False,False,False
19464,35,0,1,0,74.0,1,0,True,False,False,False,False,False
19465,25,0,1,0,69.0,1,0,True,False,False,False,False,False
19466,25,1,1,1,68.0,1,1,False,False,False,False,False,True
19467,25,1,1,0,65.0,0,0,True,False,False,False,False,False
19468,24,2,0,0,70.0,1,0,True,False,False,False,False,False
19469,26,0,1,0,71.0,1,0,True,False,False,False,False,False
19470,50,1,2,1,72.0,1,1,True,False,False,False,False,False
19471,26,0,1,0,77.0,1,0,False,False,False,False,True,False
19472,29,0,1,0,70.0,1,0,True,False,False,False,False,False
19473,30,1,1,1,74.0,1,0,True,False,False,False,False,False
19474,25,0,1,0,66.0,1,0,True,False,False,False,False,False
19475,43,0,1,0,64.0,1,0,True,False,False,False,False,False
19476,23,0,1,0,69.0,1,0,True,False,False,False,False,False
19477,26,2,2,0,64.0,0,0,True,False,False,False,False,False
19478,37,1,1,0,66.0,1,0,True,False,False,False,False,False
19479,38,0,1,1,70.0,1,0,True,False,False,False,False,False
19480,27,1,1,0,71.0,1,0,True,False,False,False,False,False
19481,27,1,1,0,69.0,1,0,True,False,False,False,False,False
19482,23,0,1,1,72.0,1,1,True,False,False,False,False,False
19483,25,0,1,0,63.0,0,0,False,False,False,False,False,True
19484,22,1,1,0,69.0,1,0,True,False,False,False,False,False
19485,32,0,1,0,67.0,0,1,True,False,False,False,False,False
19486,47,0,1,0,75.0,1,0,True,False,False,False,False,False
19487,22,1,2,1,70.0,1,0,True,False,False,False,False,False
19488,41,0,1,0,66.0,1,0,True,False,False,False,False,False
19489,34,0,1,1,72.0,1,1,True,False,False,False,False,False
19490,34,0,1,0,73.0,1,0,True,False,False,False,False,False
19491,22,0,1,0,74.0,1,0,True,False,False,False,False,False
19492,22,0,1,0,73.0,1,1,True,False,False,False,False,False
19493,26,0,1,0,74.0,1,0,True,False,False,False,False,False
19494,31,0,1,0,73.0,1,0,True,False,False,False,False,False
19495,43,0,1,0,69.0,1,1,True,False,False,False,False,False
19496,30,1,1,0,66.0,1,0,True,False,False,False,False,False
19497,32,1,1,1,65.0,0,0,True,False,False,False,False,False
19498,18,2,1,0,63.0,0,0,True,False,False,False,False,False
19499,26,0,1,0,72.0,1,0,True,False,False,False,False,False
19500,32,0,1,1,73.0,1,0,True,False,False,False,False,False
19501,25,1,1,0,70.0,1,0,True,False,False,False,False,False
19502,39,0,1,0,66.0,1,0,True,False,False,False,False,False
19503,38,1,0,0,72.0,1,0,True,False,False,False,False,False
19504,18,1,2,1,68.0,1,1,True,False,False,False,False,False
19505,25,1,1,0,70.0,1,0,True,False,False,False,False,False
19506,23,0,1,0,63.0,0,0,True,False,False,False,False,False
19507,30,0,1,0,69.0,1,0,True,False,False,False,False,False
19508,25,0,1,1,67.0,1,0,True,False,False,False,False,False
19509,25,0,1,0,71.0,1,1,True,False,False,False,False,False
19510,26,0,1,1,72.0,1,0,True,False,False,False,False,False
19511,28,1,1,0,74.0,1,0,True,False,False,False,False,False
19512,36,1,1,0,64.0,0,0,True,False,False,False,False,False
19513,22,0,0,0,74.0,1,0,True,False,False,False,False,False
19514,23,0,1,0,70.0,1,0,False,False,False,False,False,True
19515,32,1,1,0,67.0,0,0,True,False,False,False,False,False
19516,31,2,1,0,71.0,0,1,True,False,False,False,False,False
19517,49,0,0,0,73.0,1,0,True,False,False,False,False,False
19518,23,1,0,0,70.0,1,0,True,False,False,False,False,False
19519,28,1,2,0,67.0,1,0,True,False,False,False,False,False
19520,28,0,1,0,70.0,1,0,True,False,False,False,False,False
19521,29,1,1,0,74.0,1,0,True,False,False,False,False,False
19522,31,0,1,0,72.0,1,0,True,False,False,False,False,False
19523,35,0,1,0,66.0,1,0,False,False,False,False,False,True
19524,23,0,1,0,69.0,1,0,True,False,False,False,False,False
19525,33,0,1,0,70.0,1,1,True,False,False,False,False,False
19526,61,0,1,0,70.0,1,0,True,False,False,False,False,False
19527,40,0,1,0,74.0,1,0,True,False,False,False,False,False
19528,30,2,1,0,68.0,0,0,True,False,False,False,False,False
19529,24,2,2,0,72.0,1,0,True,False,False,False,False,False
19530,23,1,1,0,73.0,1,0,False,False,False,False,False,True
19531,29,1,1,0,73.0,1,0,True,False,False,False,False,False
19532,39,2,1,1,71.0,1,1,True,False,False,False,False,False
19533,26,0,1,0,67.0,1,0,True,False,False,False,False,False
19534,43,2,1,1,73.0,1,0,True,False,False,False,False,False
19535,28,0,1,0,74.0,1,0,True,False,False,False,False,False
19536,34,0,1,0,70.0,1,0,True,False,False,False,False,False
19537,31,0,1,0,63.0,0,0,True,False,False,False,False,False
19538,30,0,1,0,62.0,0,0,True,False,False,False,False,False
19539,32,2,1,0,67.0,0,0,True,False,False,False,False,False
19540,24,1,1,1,69.0,1,1,True,False,False,False,False,False
19541,33,2,1,0,64.0,0,0,True,False,False,False,False,False
19542,27,0,1,0,70.0,1,0,True,False,False,False,False,False
19543,30,0,1,1,67.0,1,0,True,False,False,False,False,False
19544,27,2,1,0,63.0,0,0,True,False,False,False,False,False
19545,28,0,1,0,69.0,1,0,True,False,False,False,False,False
19546,56,0,1,0,72.0,1,0,True,False,False,False,False,False
19547,26,0,1,0,67.0,1,1,True,False,False,False,False,False
19548,36,1,1,1,71.0,1,0,True,False,False,False,False,False
19549,23,1,1,0,66.0,1,0,True,False,False,False,False,False
19550,22,0,1,0,67.0,1,0,True,False,False,False,False,False
19551,23,0,1,0,72.0,1,0,True,False,False,False,False,False
19552,35,0,2,0,70.0,1,0,True,False,False,False,False,False
19553,36,1,1,1,63.0,0,0,True,False,False,False,False,False
19554,27,1,1,1,66.0,1,0,True,False,False,False,False,False
19555,41,2,1,0,62.0,0,0,True,False,False,False,False,False
19556,33,2,1,2,70.0,1,0,True,False,False,False,False,False
19557,24,1,1,0,71.0,1,0,True,False,False,False,False,False
19558,37,0,2,0,73.0,1,0,True,False,False,False,False,False
19559,27,0,1,0,69.0,1,0,False,False,True,False,False,False
19560,28,0,1,0,75.0,1,0,True,False,False,False,False,False
19561,33,2,1,0,65.0,0,1,True,False,False,False,False,False
19562,44,0,1,0,74.0,1,0,True,False,False,False,False,False
19563,31,0,1,0,79.0,1,0,True,False,False,False,False,False
19564,30,1,2,0,74.0,1,0,True,False,False,False,False,False
19565,60,0,2,0,72.0,1,0,True,False,False,False,False,False
19566,29,1,1,0,63.0,0,0,True,False,False,False,False,False
19567,44,0,1,0,74.0,1,0,True,False,False,False,False,False
19568,40,0,1,0,65.0,0,0,True,False,False,False,False,False
19569,27,1,1,0,68.0,0,0,True,False,False,False,False,False
19570,25,1,1,0,69.0,0,0,True,False,False,False,False,False
19571,25,0,1,0,68.0,1,0,True,False,False,False,False,False
19572,31,1,0,0,64.0,1,0,True,False,False,False,False,False
19573,22,0,1,0,63.0,0,0,True,False,False,False,False,False
19574,32,1,1,1,70.0,1,0,True,False,False,False,False,False
19575,34,0,1,1,63.0,0,0,False,False,False,False,False,True
19576,25,0,1,1,73.0,1,1,True,False,False,False,False,False
19577,23,0,2,0,74.0,1,0,True,False,False,False,False,False
19578,32,1,1,0,69.0,1,0,True,False,False,False,False,False
19579,25,1,2,0,65.0,0,1,True,False,False,False,False,False
19580,24,1,1,0,71.0,1,0,True,False,False,False,False,False
19581,35,2,1,0,68.0,0,0,False,False,False,False,False,True
19582,29,1,1,0,65.0,1,0,True,False,False,False,False,False
19583,36,2,1,0,70.0,0,0,True,False,False,False,False,False
19584,27,0,1,0,64.0,0,0,True,False,False,False,False,False
19585,23,1,1,0,74.0,1,0,True,False,False,False,False,False
19586,27,2,1,0,66.0,0,0,True,False,False,False,False,False
19587,42,1,1,0,69.0,1,0,True,False,False,False,False,False
19588,30,0,1,1,70.0,1,0,True,False,False,False,False,False
19589,28,0,1,0,72.0,1,0,True,False,False,False,False,False
19590,28,0,1,0,72.0,1,0,True,False,False,False,False,False
19591,25,0,1,0,74.0,1,0,True,False,False,False,False,False
19592,30,0,1,0,67.0,1,0,True,False,False,False,False,False
19593,29,1,2,0,74.0,1,1,True,False,False,False,False,False
19594,43,0,0,0,79.0,1,0,True,False,False,False,False,False
19595,26,1,1,0,70.0,1,1,True,False,False,False,False,False
19596,26,0,1,0,67.0,1,0,True,False,False,False,False,False
19597,23,2,1,0,71.0,1,1,True,False,False,False,False,False
19598,29,1,1,0,68.0,1,0,True,False,False,False,False,False
19599,24,1,1,1,75.0,1,1,True,False,False,False,False,False
19600,23,0,1,2,66.0,1,0,True,False,False,False,False,False
19601,30,1,1,0,68.0,0,0,True,False,False,False,False,False
19602,31,0,1,0,71.0,1,0,True,False,False,False,False,False
19603,31,0,1,0,71.0,1,0,True,False,False,False,False,False
19604,29,0,1,0,71.0,1,0,True,False,False,False,False,False
19605,25,0,1,0,72.0,0,0,True,False,False,False,False,False
19606,26,1,1,0,77.0,1,0,True,False,False,False,False,False
19607,23,0,1,0,62.0,1,0,True,False,False,False,False,False
19608,28,0,1,0,67.0,1,0,True,False,False,False,False,False
19609,23,0,1,0,67.0,1,0,True,False,False,False,False,False
19610,58,0,1,0,67.0,1,0,True,False,False,False,False,False
19611,23,1,1,0,72.0,1,0,False,False,False,True,False,False
19612,25,1,1,0,66.0,1,0,True,False,False,False,False,False
19613,20,0,1,0,63.0,0,0,True,False,False,False,False,False
19614,37,0,1,1,62.0,0,0,True,False,False,False,False,False
19615,27,0,1,0,65.0,1,0,True,False,False,False,False,False
19616,37,0,1,0,74.0,1,0,True,False,False,False,False,False
19617,32,0,1,0,69.0,1,0,True,False,False,False,False,False
19618,30,1,1,0,65.0,0,0,True,False,False,False,False,False
19619,43,0,1,0,68.0,1,0,True,False,False,False,False,False
19620,25,0,2,1,71.0,1,0,True,False,False,False,False,False
19621,28,1,1,0,71.0,1,0,True,False,False,False,False,False
19622,27,1,1,0,68.0,1,0,False,False,False,True,False,False
19623,46,0,1,0,74.0,1,0,True,False,False,False,False,False
19624,35,1,1,1,70.0,1,0,True,False,False,False,False,False
19625,30,2,1,0,70.0,1,1,False,False,False,False,False,True
19626,30,0,1,0,70.0,1,0,True,False,False,False,False,False
19627,46,0,1,1,68.0,0,0,True,False,False,False,False,False
19628,37,0,1,0,70.0,1,1,True,False,False,False,False,False
19629,41,1,1,0,67.0,1,0,True,False,False,False,False,False
19630,25,2,2,0,68.0,1,0,True,False,False,False,False,False
19631,28,1,2,0,70.0,1,0,True,False,False,False,False,False
19632,27,1,1,0,70.0,1,0,True,False,False,False,False,False
19633,37,0,1,0,71.0,1,0,False,False,False,True,False,False
19634,28,0,1,0,68.0,1,0,True,False,False,False,False,False
