,body_type
58730,0
26334,0
8323,0
3148,0
19387,0
53730,0
35069,0
40439,0
27469,0
41010,0
56620,0
33805,0
22209,1
31551,0
44116,1
11480,0
21671,0
34125,0
17929,0
55929,1
15263,0
45440,0
28185,0
47442,0
52263,1
2066,0
3759,1
48910,0
15630,1
53033,0
49158,1
25907,0
27422,0
47876,0
44573,0
25837,0
48706,0
19057,0
56530,0
37764,0
7063,0
36214,0
22515,1
52799,0
53604,0
38266,0
40840,0
14640,0
22195,0
52249,0
8478,0
24032,0
21059,0
26536,0
25920,0
11103,0
54603,0
39968,0
31533,0
36115,1
14235,0
41347,0
43594,0
34793,0
57118,0
39992,0
46147,0
47739,0
35112,1
7720,0
20691,0
48389,0
5225,0
20203,0
25806,0
20889,0
9590,0
49635,0
13573,0
11863,1
8736,0
39351,0
33105,1
27267,0
13744,0
38697,0
11390,1
407,0
46642,0
8219,0
36090,1
56318,0
20155,1
42155,1
25639,1
46626,0
8231,1
36250,1
44104,0
18763,0
22719,1
42701,0
32249,1
54085,0
41335,1
39824,0
29271,0
59465,1
51675,0
51012,0
35837,0
33459,0
54494,0
20226,0
30222,1
24589,0
54364,0
5443,0
9342,1
47515,0
9271,0
26620,0
34392,0
54507,0
29841,1
24147,0
5161,0
21918,0
14504,0
51981,0
58018,0
34112,0
52059,0
43798,0
26818,0
11778,0
23945,0
2872,0
45948,0
25715,1
11627,0
28960,0
1213,0
14765,0
41647,0
38866,0
48510,0
22243,0
52684,0
33559,0
39726,0
25112,0
50173,0
28621,0
3034,0
36985,0
43444,0
15647,1
45338,0
45191,0
29824,0
24299,0
38456,0
12288,0
702,1
20666,0
29869,0
5189,0
40952,0
59162,0
56217,0
23410,0
32692,0
58748,0
1311,0
48452,0
56667,1
2853,0
7310,0
11427,0
44112,1
4596,0
20072,0
1966,0
12696,0
35802,0
28056,1
17635,0
20332,1
14234,1
22074,0
3068,0
59674,0
53431,0
2999,0
42991,0
52054,0
1634,0
59691,0
58285,0
15515,0
47067,0
21637,1
18444,0
6564,0
29762,0
46967,0
17070,0
31288,1
44069,0
23367,0
29739,0
12937,0
15315,0
14423,0
50448,0
26127,0
3186,1
34441,0
51362,0
51813,0
16865,0
36512,0
7183,0
27766,0
784,0
28128,0
47303,0
19791,0
50992,0
14000,0
58222,0
5345,0
13798,0
57845,0
54299,0
19377,0
8064,0
36442,0
21063,0
16956,0
24307,0
51613,0
23999,0
40205,0
41559,0
8174,0
56926,0
54581,1
53149,0
16580,0
22001,0
8613,0
49367,0
49592,0
10590,0
50655,0
50508,0
46800,0
21449,1
41104,1
52718,0
11269,0
124,1
31460,0
38551,1
55325,0
31150,0
44605,0
40386,0
35270,0
12859,1
32185,0
20265,0
50596,0
37078,0
24220,1
12870,0
51660,1
17959,0
9516,1
19908,0
50963,0
33191,0
31329,0
55104,0
30716,0
34529,0
43043,0
37386,0
8274,0
15115,0
29328,0
13465,0
50292,0
39710,1
43426,0
9972,1
42459,0
53133,1
47059,0
3525,0
1854,0
3844,0
30523,0
6678,0
34007,0
859,0
41379,0
27495,0
42725,0
32349,0
54614,1
33264,0
4076,0
8157,0
28463,0
4123,0
34875,1
52682,0
9087,0
34474,0
31057,1
7346,0
28130,0
46248,0
26423,0
34424,0
56474,0
8605,0
56467,1
48386,0
33212,0
8140,0
22447,0
8759,0
48327,0
6869,0
29473,0
53005,0
33960,0
40903,1
35394,0
9744,0
12387,0
7282,0
16870,0
54634,0
2461,0
53838,1
3884,0
6890,0
8105,0
25842,0
43198,0
3696,0
59712,0
23044,0
33616,1
17186,0
40932,0
57039,0
45723,0
51860,0
26575,1
56779,1
43526,0
58591,0
51276,0
14441,0
557,0
8929,0
2733,0
57810,0
50574,0
29470,0
43472,0
10006,0
6403,0
42045,0
57957,0
26665,0
52806,0
27135,1
22897,0
11730,0
44557,0
46667,0
22892,0
39058,0
33294,1
31420,0
41220,0
42008,0
34226,0
49071,0
41406,0
18330,0
28640,0
16856,0
13428,0
40700,0
50406,0
8688,1
22339,0
52903,0
48535,1
612,0
12027,0
6541,0
4981,0
10880,0
25348,0
22380,0
28990,0
34643,0
22075,1
15650,0
906,0
18910,0
48934,0
53762,0
21699,0
25274,0
57794,0
32946,0
8981,0
52247,0
5320,0
45631,0
52231,0
10766,0
2686,0
15419,0
51462,0
39227,0
46641,0
19894,0
18979,0
20055,0
36151,0
46935,0
6099,0
16235,0
28091,0
52839,0
59409,0
15376,0
26080,0
59918,1
32208,0
23970,0
33333,0
56392,0
23669,0
26741,0
23505,0
499,0
53382,0
18806,0
35759,1
54562,0
24305,0
47085,0
38481,0
22765,0
53557,0
32575,0
35423,0
29347,0
29414,0
56591,0
40481,0
39927,0
30945,0
94,0
48790,0
35172,0
23330,0
6158,0
11748,0
41630,0
3048,0
51754,0
14406,0
30498,0
47011,0
27880,1
31525,0
22506,0
34660,0
30322,0
39589,0
45230,1
19981,0
48981,0
32977,0
27646,0
9470,0
15648,1
27817,0
254,0
10718,1
15093,0
23873,0
19819,1
7083,0
55441,0
53573,0
58099,0
36748,0
30105,0
50757,0
30777,0
18706,0
10030,0
34014,0
9822,0
17590,1
11547,0
5483,0
9323,0
4145,1
33078,0
20183,0
21016,0
54341,1
57181,1
29876,0
56899,0
18724,0
40570,0
12165,1
55226,0
54722,0
23638,0
17457,0
39743,0
23618,0
45438,0
54159,0
47209,1
18369,1
1366,0
54674,0
36327,0
3942,0
31700,0
28684,0
46255,0
57144,0
34944,0
56402,1
16012,0
18622,0
56297,1
5395,0
7321,1
53663,0
21615,1
48554,1
15362,0
7841,1
21174,0
16481,0
41477,0
2262,0
38300,0
20290,0
36604,0
43898,1
40071,0
49682,0
57609,0
33587,0
29781,0
14125,0
48161,0
53338,0
3019,0
21387,0
16352,0
27959,1
36407,0
21847,0
10277,0
10151,0
27483,0
58175,0
45819,0
41209,0
52501,0
55831,1
12623,0
17792,0
56144,0
19988,0
22908,0
41276,0
20533,0
18931,0
9547,0
20261,0
13270,0
6003,1
54117,0
4524,0
57847,0
48055,0
35870,0
35018,0
12583,0
23966,0
51419,0
11508,0
40140,0
7050,0
50548,0
23310,0
26910,1
37582,0
44285,0
42783,0
34028,0
54910,0
50889,1
21999,0
53268,0
4954,0
16370,0
36755,0
4140,0
56512,0
54743,0
22688,0
39578,0
48585,0
38106,0
49363,0
11681,0
14584,0
37224,1
52611,0
50390,0
49483,0
25315,0
27721,0
46813,0
3487,1
23073,0
50069,0
42103,0
7901,0
46493,0
22363,0
25395,0
7572,1
23011,0
51415,0
32950,0
33818,0
31068,1
37998,0
8384,0
45170,0
19729,1
41454,0
6993,1
24786,0
31369,0
54745,0
48846,0
26872,0
10162,0
59473,1
28885,0
14688,0
41064,0
36466,0
56448,0
30386,0
11854,0
22226,0
42450,0
12742,0
2727,0
49451,0
43799,0
44171,0
10759,0
37456,0
59204,0
10539,0
59501,1
25037,1
10634,0
20044,0
9832,0
27268,0
50416,0
2605,0
42355,0
56969,0
31061,0
27772,0
33832,0
19122,0
39006,0
37468,0
39398,0
50964,0
42430,0
43081,0
16602,0
43157,0
21421,0
51901,0
1993,0
51527,0
31485,0
16710,0
50936,0
55171,0
50258,0
11096,0
39451,0
51713,0
17830,0
32834,1
9053,0
54356,1
56051,0
34689,1
20652,0
40025,0
30126,1
2826,0
28596,0
22973,0
32669,1
54438,0
29830,0
1676,0
52055,0
30407,1
12944,0
34410,0
20867,1
55692,1
39825,0
25495,0
45533,0
37972,0
58231,0
6207,0
28317,0
49766,0
4915,0
6805,0
3833,0
51068,0
59871,0
12627,1
38205,0
44667,0
2682,0
3454,0
23191,0
37599,0
8235,0
23936,0
983,0
46624,0
27903,0
6502,0
11412,0
52228,0
54640,1
39652,1
16201,0
54196,0
54999,0
18089,0
59223,0
39194,0
58091,0
58307,0
6974,0
59521,0
22144,0
14385,0
37561,0
54664,1
46146,0
54987,0
53836,0
31144,0
23391,0
19966,1
30062,0
14636,0
39541,0
1782,0
27991,0
35310,0
34235,0
40189,0
31242,1
1223,0
42934,0
52573,0
39567,1
4972,0
44322,0
45539,1
23712,0
34218,1
32535,0
19004,0
1650,0
11040,0
31237,0
55740,0
14176,0
17480,0
14311,0
41060,0
17943,0
12219,1
44295,0
9264,1
45741,0
38670,0
24172,0
23562,0
20530,0
21065,0
59103,0
46164,0
37633,0
42443,0
24090,1
40503,0
34360,0
35700,0
26907,0
23593,0
46477,0
25467,0
44141,0
21623,0
58086,0
55801,0
39514,0
16000,0
19952,0
23599,0
18788,0
43136,0
17017,0
53190,0
14790,0
21694,0
29623,0
7283,0
8592,0
29345,0
48611,0
40160,0
45643,0
45108,0
6478,0
54480,0
54622,0
2664,0
40982,1
13936,0
15753,1
50287,0
861,0
16456,0
15582,0
1639,0
16799,0
18184,0
55067,0
14282,0
54741,0
48453,0
10332,1
36017,0
50605,0
25807,1
22687,0
41213,0
13340,0
41900,0
46788,0
29340,0
44814,0
5212,0
33434,1
7271,0
15727,1
48943,0
41200,0
8706,0
3847,0
35131,1
20073,0
2256,1
40797,1
35328,0
56486,1
35508,0
38550,0
31161,1
8085,0
1033,0
40165,0
16556,0
37126,0
3017,1
55822,1
2780,0
5088,0
32216,0
39625,0
14038,0
10387,0
14633,0
21077,1
27431,0
37365,0
14762,0
35071,0
26231,0
27194,0
56404,0
3996,0
26768,1
8534,1
12813,0
28947,0
21476,0
48266,0
37813,0
83,0
33765,0
48766,0
14017,0
41121,0
20376,0
27262,0
22696,0
44767,0
24714,1
5551,1
8206,0
40818,0
44385,0
473,0
49948,0
21862,0
58113,0
11534,1
35874,0
5983,0
13195,0
16739,0
56079,0
35667,0
50846,0
57231,0
57134,0
998,0
19577,0
24218,0
36063,0
10330,0
15088,0
51031,0
33314,1
26469,0
46408,0
35254,1
48435,1
9078,0
9314,0
7983,0
44659,0
7451,1
42673,0
1111,1
13922,0
24984,0
34716,0
4691,0
409,0
33795,0
55918,0
59375,0
44870,0
51204,0
31465,0
40808,0
34518,0
26043,0
6116,0
7635,0
25137,0
54500,1
37209,0
40342,0
18856,1
40930,0
56587,0
2647,0
46975,0
58111,0
15610,0
54780,1
18738,0
5779,0
17255,0
3927,0
37021,0
51595,1
18176,1
45795,0
57020,0
25875,0
17728,0
13239,0
54040,0
27890,1
39505,0
29234,0
3500,0
50758,1
477,0
10520,0
27224,0
11224,0
39777,1
50202,0
403,0
10316,0
6042,0
47952,0
24988,0
32889,1
59169,0
17571,0
5875,0
22750,0
45996,1
53310,1
42863,0
46310,0
50859,0
27276,1
4326,0
42138,0
19887,0
15508,0
31377,0
12584,0
13037,0
4359,0
33995,0
34928,0
54178,0
33673,0
54265,0
24888,1
47086,0
42897,0
29744,0
47543,0
22816,1
9437,0
14935,0
7416,0
21197,0
33543,1
17130,0
20890,0
48815,1
9033,0
34542,0
21272,0
45787,0
8224,0
41579,0
1531,0
46966,0
17574,0
16665,0
1174,1
6751,0
57259,0
36298,0
40536,1
3298,1
28646,0
10422,0
25394,0
41395,1
29035,0
51844,0
48232,0
2001,0
11405,0
6382,0
10965,1
37832,1
46116,0
14167,0
26750,1
55653,0
42764,0
27403,0
24236,1
18766,0
54371,0
38354,0
32473,0
11798,1
26005,0
39275,0
55162,0
58098,1
28540,0
49343,0
7517,0
48551,0
33825,0
59271,0
15425,0
46851,0
18841,0
10276,0
3713,0
51041,0
8902,0
11383,0
35867,0
22580,0
45125,0
19832,0
48957,0
7258,0
35302,0
35516,0
22804,0
56900,0
41177,0
43201,0
57830,0
14096,0
37426,1
58614,0
33431,0
10271,0
20373,0
14266,1
43300,0
32291,0
59048,0
21662,0
7422,0
34058,1
17649,0
29445,0
43395,0
1053,0
29454,1
48221,0
34870,0
22683,0
4186,0
52487,1
31850,0
38204,0
5281,0
35193,0
8548,1
13191,0
9494,0
46543,0
3011,1
26232,1
51982,0
21216,0
36969,0
8136,0
11599,0
18094,0
41903,1
3297,1
49353,0
21835,0
22134,0
20051,1
35872,0
29243,1
10664,0
25482,0
22178,0
43963,0
28868,1
46482,1
11991,0
18925,0
17066,0
10507,0
10689,1
42115,0
13306,0
8729,0
35087,0
57748,0
13932,0
13425,0
53637,0
48736,0
57948,0
28892,0
33059,0
29270,0
17496,0
32516,0
22728,0
6602,0
51095,0
8699,1
39873,0
31278,0
47715,0
24678,0
51302,0
21654,0
25166,1
33343,0
17856,0
50887,0
17106,0
27976,0
54329,0
39540,0
30808,0
8862,0
12991,0
7576,0
17752,0
1847,0
13459,0
27244,0
20937,0
59309,0
5937,1
29067,1
1611,0
8627,0
16320,0
52742,0
23215,0
36921,1
2778,0
54703,0
46044,0
53157,1
10656,1
59352,0
53651,0
5795,0
27144,0
6196,0
8273,0
47881,1
30163,0
22551,0
14010,1
33848,0
25916,0
43481,0
44179,0
56968,0
24652,0
40126,0
48652,0
37300,0
30952,0
54985,0
3088,0
50371,0
15461,0
3521,0
21611,0
48491,0
55156,0
10892,0
24506,0
18834,0
23389,0
7329,0
58895,0
45094,0
45900,0
47368,0
47888,0
1042,0
22444,0
27308,1
57561,1
30621,0
24548,1
2199,1
28403,0
2328,1
53801,0
36096,0
7942,0
1348,0
788,0
14312,0
54978,0
6652,1
23776,0
46387,0
55346,0
33865,0
53728,0
47716,0
57635,0
43849,0
31963,0
23168,1
40273,1
4935,0
10896,0
1501,0
35923,0
28924,1
29251,0
42380,0
43652,0
49415,0
12207,1
42999,0
46060,0
54198,0
6401,0
19945,0
39140,0
39808,1
59583,0
34414,0
35274,1
48177,1
57501,0
18736,0
51440,0
40880,0
3427,0
31658,0
10846,0
41960,0
39523,0
337,0
25436,1
40998,0
26078,0
47418,0
38464,0
20001,0
17686,0
31663,0
40229,0
5346,0
19272,0
18303,0
36804,0
39452,0
22832,0
44026,0
23904,0
23416,0
46939,1
5295,0
22524,1
40345,0
51765,0
10541,0
29541,0
23811,0
7448,0
42975,1
56606,0
30218,0
49782,0
34049,0
25514,1
41004,1
18001,0
13865,0
33914,0
15680,0
38182,0
12867,0
8202,0
57408,0
24943,0
12758,0
14968,0
17616,0
4438,0
36978,0
20772,0
49226,0
12943,1
22805,0
21800,0
55259,1
33502,0
8769,0
51746,0
7964,0
52202,1
34534,0
59182,0
11575,0
57506,0
48711,0
14864,0
54669,1
31986,1
30320,0
45701,0
27933,0
39200,0
31682,0
17608,0
5141,0
49452,0
5458,0
8537,0
53747,0
46001,0
28146,0
45271,1
46748,0
26467,0
59235,0
36892,0
8674,0
18395,1
25195,0
17941,0
36313,0
40155,0
16963,0
18840,0
54814,0
29682,0
59186,0
58439,0
35929,0
14244,0
48251,0
18135,0
14150,0
3484,0
1485,0
10114,0
17757,0
7004,1
8398,0
3104,0
32396,0
13708,1
30611,0
53495,1
58798,0
17592,0
26224,0
17987,0
36368,0
52156,0
21454,0
38401,0
58832,0
22500,0
52893,0
4108,0
34440,0
7112,0
7895,0
15803,0
23152,0
50046,0
51546,0
38572,0
22662,0
16682,0
51126,1
44387,1
21648,0
4940,0
48823,1
9523,0
53492,0
29583,0
52808,0
24425,0
13218,0
51510,0
37800,0
26064,0
55290,1
57971,0
55551,0
1931,0
18260,1
12644,0
20488,0
38741,0
6586,0
25392,0
13564,0
9934,0
48809,0
16955,0
47263,1
15612,0
29771,0
11785,0
32489,0
1162,0
56089,0
17748,0
34701,0
26102,1
2858,0
8905,1
10613,0
24598,1
2637,0
18433,0
37159,0
11052,0
14897,0
46714,0
33578,0
34115,0
7393,0
5976,1
59782,0
22743,0
18983,0
10527,0
27327,0
35057,0
59595,0
710,0
43418,0
42631,0
53719,0
18847,0
13377,0
58066,0
52330,0
21424,1
45736,0
30693,0
58455,0
52754,0
35497,0
25258,0
20500,0
10552,0
12037,0
9154,0
29148,0
37973,0
20700,0
1362,0
42611,0
32564,0
55363,0
29712,1
35224,0
21894,0
12106,0
39629,0
3075,0
52004,0
40044,1
47836,0
33160,0
3887,0
14100,0
37399,0
41306,0
31331,1
20123,0
42541,1
10190,0
56569,0
39822,0
27861,1
55403,0
34651,0
4558,0
31561,0
39981,0
30717,0
14899,0
23061,0
34770,0
24930,0
39891,0
24649,0
19896,0
35686,0
1592,0
26659,0
37886,0
426,0
7710,0
47415,0
2423,0
19581,1
5328,0
26077,0
58572,0
59824,0
7821,1
50868,0
28193,0
7221,0
17328,0
31014,0
22491,0
34775,0
34686,0
49377,1
46262,0
32674,0
37783,0
43226,0
29954,0
12910,0
2147,1
12857,0
38429,0
23558,0
15294,1
48591,0
33077,0
23917,0
45618,0
18610,0
44100,1
26589,0
22923,0
7495,0
12511,1
42163,0
26302,1
9789,0
11733,0
44655,0
2006,0
54412,0
33357,0
41874,0
30866,1
19286,0
14496,0
36787,0
58902,0
32972,0
50481,1
12812,0
57351,0
57055,0
59584,1
23783,1
42613,0
36995,0
23524,0
53686,0
5326,0
52011,1
31021,0
58219,0
59941,0
6257,1
46695,0
10405,0
36845,0
25983,0
52822,0
42558,0
58923,0
20799,0
50429,0
33043,0
57026,0
25066,0
48210,0
9350,0
53869,0
54361,0
15728,0
49432,0
36669,1
23863,0
330,0
11109,0
44290,0
46779,0
42193,0
27829,0
9721,0
24695,0
40067,1
14941,0
46388,0
16954,0
7443,0
2808,0
30851,0
51351,0
31742,0
2831,0
55364,0
13593,1
38110,0
17012,0
5554,0
31553,0
24297,0
27853,0
50663,0
9794,0
53589,0
9349,0
22237,0
40947,0
7228,0
52602,1
40720,0
41610,0
47496,0
20258,0
46845,0
8954,1
10639,0
29304,0
37609,1
32990,0
14172,0
12486,0
44021,0
48421,0
14805,0
50561,0
57668,0
52891,1
44334,0
46155,0
29853,0
2313,0
11312,0
20551,0
31593,1
15907,1
7351,0
25361,0
13837,0
24976,0
33018,0
37134,0
20958,0
40267,0
29930,0
37334,0
36230,0
14494,0
50851,0
29227,0
40152,0
20752,0
56355,0
20394,0
53571,1
52277,0
47286,0
52952,1
29740,0
28506,0
12533,0
45249,1
10764,0
35975,0
27502,0
34950,0
20291,0
1307,0
19619,0
39260,0
39103,1
11561,0
49588,0
418,0
3870,0
47922,0
4169,0
59150,1
46303,0
39763,0
6830,0
30619,0
49650,0
42308,0
16724,0
17762,0
45820,0
36002,0
11080,0
31281,1
29896,1
13398,0
8697,1
36453,0
33300,0
46808,1
26951,0
15555,0
3444,0
38620,0
17538,0
4979,0
52387,0
8845,0
17969,0
1613,0
34333,0
8974,0
12849,0
46483,0
53460,0
77,1
51570,0
28347,1
34907,0
22941,0
30671,0
13362,0
58598,0
56764,0
56821,0
20090,0
14184,0
6323,0
22029,0
28895,1
29423,0
1769,1
1870,1
29226,0
12731,1
59921,0
37634,0
25719,0
38683,0
37077,0
42039,0
18542,0
31038,0
36410,0
53061,0
31720,0
54317,1
58225,0
44880,0
43593,0
45398,1
47620,0
33816,0
54716,1
15762,1
4120,0
19796,0
32519,0
48983,0
9816,0
25872,0
37261,0
27230,0
19877,0
8970,0
9280,0
48354,0
32263,0
49513,1
38275,1
8793,0
3399,1
39729,0
10780,0
8961,1
32476,0
21483,1
33143,0
17867,0
15797,0
36928,1
36927,0
38153,0
42059,0
2075,0
48481,0
48351,0
30069,0
35806,0
21984,0
29926,0
28966,0
51724,0
29305,1
21441,0
44768,0
49225,0
21684,0
23128,0
46653,0
24062,0
19234,0
48067,0
6694,1
2422,1
32176,0
21613,0
7878,0
24995,0
42367,0
49535,0
58649,0
2349,1
33375,1
14923,0
11949,1
8730,0
25039,0
48407,0
37073,1
18955,0
13147,0
8775,0
46762,0
53906,1
56728,0
48665,0
24685,1
22672,0
17090,1
9490,0
6395,0
50247,0
39424,0
21031,0
16975,0
23316,0
17105,0
10117,0
21750,0
6468,1
49778,0
22065,0
56457,1
45768,0
19494,0
39191,0
46609,0
22038,0
16676,0
9701,0
11724,0
26013,1
376,0
5813,0
31944,0
50465,0
42451,0
56995,1
28485,0
41216,0
26041,1
45775,0
10143,0
12379,0
51772,0
8360,1
45273,0
4160,0
25254,0
53388,0
13296,0
51254,0
12998,0
26428,0
24707,0
4451,0
14257,1
28908,1
58103,1
9923,0
44519,0
51852,0
17847,0
2508,0
55174,1
37984,0
40531,0
33721,0
30837,0
35927,0
32238,0
17924,1
42637,1
27126,1
45218,1
58445,0
773,0
25459,0
990,0
5939,1
44435,0
59715,1
9970,0
120,0
20431,1
3398,0
5014,0
34597,0
58158,0
16843,0
11267,0
54489,0
46892,0
34299,0
43789,0
56734,0
46362,1
19529,1
44277,0
35545,0
57209,1
19237,1
29368,0
50284,1
34751,0
26111,0
47328,0
36776,1
53861,1
52227,0
25431,1
56753,0
32797,0
25641,0
29267,0
28373,0
8570,0
12894,0
38038,0
26981,0
46438,0
49379,0
39572,0
56595,0
30135,0
44178,0
34941,0
742,0
53918,0
30924,0
3527,0
12408,0
37163,0
36672,0
50044,1
3960,0
58937,0
21788,0
40298,0
59316,0
30368,0
18227,0
15878,0
20404,0
30215,0
40702,0
45110,0
4671,0
35522,1
36641,0
50813,0
5886,0
47006,0
36759,0
33472,0
28190,1
25307,0
18323,0
19862,0
20664,0
12258,0
24312,1
38377,0
21742,0
38245,0
13278,0
58512,0
47549,0
2309,0
28719,0
36700,0
11282,0
2541,1
9377,0
10550,1
43790,0
30413,0
38575,0
19743,0
59765,0
12919,0
33979,0
12688,0
43803,0
25142,0
9096,0
5484,0
26296,1
25067,0
27022,0
17172,0
1475,0
2560,0
38533,0
33164,0
52993,0
17699,0
23829,0
11700,0
44904,0
36842,0
57831,0
39142,0
53957,0
42759,0
17745,0
15565,0
14567,0
51331,0
52079,0
34674,1
6585,0
9429,0
50204,0
19103,0
21129,0
22703,0
44912,0
46320,0
6126,0
38358,0
16002,0
38855,0
26108,0
43541,0
55942,1
35275,0
23183,1
24794,0
2570,0
54988,0
1282,0
54458,0
9646,0
9332,0
36092,0
30182,0
40610,0
615,1
16930,0
50995,0
57822,0
55709,0
38172,0
50546,0
3023,0
48727,0
24010,0
51266,0
14625,1
57536,0
56939,0
43518,0
52841,0
29074,1
23076,0
55097,0
53593,0
51315,1
39115,1
2106,1
42649,1
54295,0
23434,0
17116,1
27547,0
19505,0
6893,0
10378,1
14733,0
52096,0
1351,0
13530,0
37657,0
42693,0
58785,0
5425,0
38476,0
12517,0
18611,0
45548,0
1851,0
9309,0
29165,0
39493,0
31713,0
46083,0
39896,0
24041,0
35121,0
34192,0
42192,1
59455,0
40604,0
26168,1
40762,0
20080,0
54195,0
39984,0
36394,0
10947,0
25087,0
56638,0
42587,0
59690,0
41202,0
22653,1
45171,0
21746,0
29703,0
8241,0
56878,0
49932,0
37382,0
13116,0
23943,0
16917,1
35704,0
56527,0
46721,0
29371,0
20132,1
54157,0
55101,1
28590,1
23504,0
57291,0
21477,0
1073,0
28341,0
16981,1
49768,0
5679,0
17451,0
13561,1
1526,0
11600,0
37860,0
35620,1
38831,0
34202,0
3196,0
2279,1
4425,0
34972,0
38614,0
7412,0
3220,0
53752,0
47678,0
8456,0
23721,0
673,0
20230,0
762,0
39920,0
58367,0
8544,0
49619,0
39939,0
54914,0
7876,0
14569,0
11706,1
15041,0
4230,0
8541,1
41707,0
45225,1
55977,0
15484,0
9902,0
40957,0
36650,0
57239,0
56505,0
16877,1
39430,0
28342,0
3634,0
45554,0
20104,0
33222,1
35933,0
37144,0
52328,0
28418,0
35984,1
14177,0
36982,1
9621,0
9008,0
12776,0
15978,0
45759,0
57333,0
13639,0
1878,0
134,0
46608,0
30408,0
53858,0
40876,1
932,0
15500,1
18964,0
23952,0
22138,0
58976,0
3859,1
44824,0
10518,0
29829,0
44551,0
55051,1
36733,0
42768,0
32680,0
12452,0
40221,0
41788,0
50156,0
14692,0
59882,0
27341,0
15428,0
43812,0
55217,1
49818,1
58020,0
53224,0
40496,0
8810,0
33261,0
43935,0
57825,0
14113,0
33764,0
56966,1
11461,0
26006,0
10227,1
47903,0
25650,0
5604,0
45695,1
16544,0
32821,1
49685,0
3351,0
58604,1
10559,1
16157,0
12276,0
43451,0
23157,0
7185,0
37627,0
16689,0
15483,0
6908,0
21461,0
19533,0
25537,0
5781,0
57389,0
237,0
23900,1
51030,0
33545,1
47052,0
6259,0
53097,0
483,1
55633,0
25808,0
47294,0
26932,0
19207,0
53968,1
2784,1
51578,1
51472,0
4984,1
34832,1
11777,0
33785,0
12982,0
23763,0
10075,0
26349,0
49623,0
2685,0
44568,0
20347,0
40714,1
15472,0
40000,0
59402,0
37970,1
57877,0
35815,0
54079,0
27093,0
6967,0
36505,0
48965,0
8652,0
415,0
17872,0
23822,1
26702,0
18140,0
54524,0
5422,1
54032,0
43698,0
28276,0
56853,0
25765,0
28047,0
3063,0
36868,0
31007,0
45494,0
17842,0
53029,0
45949,0
56571,0
19127,0
22552,0
58874,0
49834,1
27748,0
50724,0
31103,0
17879,0
30537,0
9426,0
17059,1
52092,0
42340,0
33524,0
25566,1
3921,1
11641,0
11365,0
17095,0
479,0
15837,0
24829,0
13281,0
6284,0
56056,0
43665,1
24796,0
35539,1
16984,1
45681,1
56802,0
21200,0
39085,0
11647,1
57446,0
46385,1
54796,0
12739,0
47660,0
31924,1
13148,0
57918,0
13138,0
39912,0
49173,0
9964,0
56175,0
3497,1
1100,1
26994,0
51401,0
36948,0
54252,0
58488,0
9543,0
50002,0
38040,0
9844,0
17749,1
36951,0
46949,0
57562,0
51740,0
12553,0
57353,0
32156,0
9190,1
42733,0
2096,1
52250,0
51573,0
32316,0
46415,0
24439,0
55492,0
59735,0
21628,0
29726,0
53905,0
42747,0
57436,0
25649,0
18636,0
25276,0
32269,0
13345,1
48664,0
46530,0
44590,0
47640,0
37425,0
58114,0
57298,0
20569,0
14525,0
7428,1
52733,0
38674,0
52927,1
40063,1
55521,0
52643,0
38451,0
13916,0
25434,0
16234,0
15991,0
54911,0
31478,0
25936,0
25578,0
7184,0
56785,0
12111,1
18081,0
57788,0
51744,0
49578,0
19941,0
38867,0
16063,1
54286,0
42864,0
30521,0
7540,0
14293,0
6206,0
33215,0
18883,0
56609,1
9175,0
37693,1
41001,0
48683,0
48777,0
32645,0
21367,0
26124,0
42462,0
17067,1
46950,0
53463,0
30951,0
26164,0
22105,0
9333,0
55442,0
45384,0
24376,0
17184,1
16798,0
43219,0
1645,0
22295,0
59112,0
49183,1
54357,1
223,0
37738,0
6131,0
24779,0
7348,0
38249,0
36834,0
35894,0
21595,0
53629,0
54632,0
27819,0
53931,1
47385,0
37027,0
18277,0
20655,1
50901,0
1753,0
39765,0
56276,0
33252,1
47520,1
46705,0
10980,0
51747,0
16167,0
35493,0
29957,0
4593,0
33400,0
46921,1
38838,0
15069,0
16675,0
2836,0
27381,0
151,0
7950,0
42072,0
7288,0
41325,0
47009,0
43421,0
55229,0
8127,1
9591,1
4428,0
24850,0
39038,0
50382,0
5393,0
55808,0
38916,0
23942,0
17007,0
11709,0
59661,0
49796,0
23124,0
41172,0
5228,0
17724,0
3936,0
52484,0
49850,0
3045,0
31427,0
51116,0
8536,0
15855,0
23649,1
20865,0
51533,0
55380,1
41095,0
2697,0
43542,0
3737,0
454,0
40877,0
49175,0
18364,0
59944,0
40986,0
58230,0
45732,0
57521,1
45545,0
46770,0
53126,0
50892,0
7664,0
54181,0
6263,0
48269,0
10511,0
894,1
41197,0
18374,0
48038,0
37956,0
34274,0
39094,0
52028,0
32875,0
11300,0
7374,1
3725,0
8034,0
49626,1
16702,0
26653,0
14739,0
53787,0
54000,0
6032,0
58183,0
56592,1
130,0
26233,0
24306,0
51908,0
45369,0
24811,0
46991,0
40511,0
26731,0
6775,0
2754,0
3149,0
22736,0
36574,0
30625,0
33014,0
20851,0
22383,0
24735,0
39749,0
50673,0
12248,0
15453,0
56158,0
46622,0
37839,0
5300,0
25045,1
7189,0
54768,0
24519,0
30820,0
6418,0
30055,0
24391,1
24524,0
4894,0
25544,0
20674,0
2394,0
32708,0
48816,0
